S.No.,Year,Season,Treatment,Design,Study_Name,Plot_No,Rep,Entry_No,Block,Derivative_Designation,Entry-Check,YKGH,Row,Col,ProductID
15334,2015,DS,Non-Stress,Alpha-Lattice,L15DS-11,76,2,67,2,PSBRC82,Check,5810.9,2,37,1042215
15339,2015,DS,Non-Stress,Alpha-Lattice,L15DS-11,41,1,70,9,PSBRC82,Check,7716.3,2,2,1042215
15340,2015,DS,Non-Stress,Alpha-Lattice,L15DS-11,77,2,70,2,PSBRC82,Check,6939.5,2,38,1042215
15407,2015,DS,Stress,RCBD,L15DS-11B,39,1,67,8,PSBRC82,Check,754.35,39,1,1042215
15410,2015,DS,Stress,RCBD,L15DS-11B,16,2,70,4,PSBRC82,Check,559.38,16,1,1042215
15577,2015,WS,Non-Stress,RCBD,L15WS-13,23,1,84,3,IRRI123,Check,5580.9,3,1,1042215
15578,2015,WS,Non-Stress,RCBD,L15WS-13,131,2,84,4,IRRI123,Check,5627.8,4,21,1042215
15781,2016,DS,Non-Stress,Alpha-Lattice,L16DS-13,41,1,98,9,IRRI123,Check,4336.8,2,20,1042215
15782,2016,DS,Non-Stress,Alpha-Lattice,L16DS-13,115,2,98,2,IRRI123,Check,4432.3,1,31,1042215
16035,2017,DS,Stress,Alpha-Lattice,L17DS-14,81,1,120,17,"IR64683-87-2-2-3-3,IR64683-87-2-2-3-3(PSBRC82),IRRI123,PSBRc82,PSBRC82,PSBRC82",Check,1303,4,9,1042215
16036,2017,DS,Stress,Alpha-Lattice,L17DS-14,221,2,120,21,"IR64683-87-2-2-3-3,IR64683-87-2-2-3-3(PSBRC82),IRRI123,PSBRc82,PSBRC82,PSBRC82",Check,563,5,29,1042215
16275,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,81,1,120,17,"IR64683-87-2-2-3-3,IR64683-87-2-2-3-3(PSBRC82),IRRI123,PSBRc82,PSBRC82,PSBRC82",Check,5295.93,4,9,1042215
16276,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,221,2,120,21,"IR64683-87-2-2-3-3,IR64683-87-2-2-3-3(PSBRC82),IRRI123,PSBRc82,PSBRC82,PSBRC82",Check,6282.53,5,29,1042215
17747,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,177,1,281,45,,Entry,3728,3,29,1042215
18043,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,583,2,281,72,,Entry,3984.3,4,139,1042215
19539,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,45,1,281,1,,Entry,4805.890202,1,45,1042215
19879,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,200,1,227,3,,Entry,631.1373547,3,24,1042215
221,2003,DS,Stress,Alpha-lattice,LDS03-02,11,1,56,2,PSBRC9,Check,1946.7,,,1043053
222,2003,DS,Stress,Alpha-lattice,LDS03-02,91,2,56,5,PSBRC9,Check,3306.7,,,1043053
223,2003,DS,Stress,Alpha-lattice,LDS03-02,164,3,56,8,PSBRC9,Check,2213.3,,,1043053
224,2003,DS,Stress,Alpha-lattice,LDS03-02,217,4,56,7,PSBRC9,Check,2400,,,1043053
225,2003,WS,Stress,Alpha-lattice,LWS03-01,35,1,1,4,APO,Entry,1427.9,,,1043053
226,2003,WS,Stress,Alpha-lattice,LWS03-01,65,2,1,2,APO,Entry,1547.3,,,1043053
227,2003,WS,Stress,Alpha-lattice,LWS03-01,119,3,1,2,APO,Entry,1715.5,,,1043053
443,2004,DS,Stress,Alpha-lattice,L04DS-07A,15,1,35,3,PSBRC9,Check,4535,,,1043053
444,2004,DS,Stress,Alpha-lattice,L04DS-07A,64,2,35,4,PSBRC9,Check,581.4,,,1043053
487,2005,DS,Stress,Alpha-lattice,L05DS-18,36,1,8,6,PSBRC9,Check,3025.39,,,1043053
488,2005,DS,Stress,Alpha-lattice,L05DS-18,58,2,8,3,PSBRC9,Check,1833.28,,,1043053
489,2005,DS,Stress,Alpha-lattice,L05DS-18,122,3,8,7,PSBRC9,Check,2545.81,,,1043053
490,2005,DS,Stress,Alpha-lattice,L05DS-18,135,4,8,2,PSBRC9,Check,3202.08,,,1043053
849,2005,DS,Stress,Alpha-lattice,L05DS-19,75,1,75,11,APO,Check,2973.73,,,1043053
850,2005,DS,Stress,Alpha-lattice,L05DS-19,144,2,75,10,APO,Check,3138.88,,,1043053
851,2005,DS,Stress,Alpha-lattice,L05DS-19,219,3,75,10,APO,Check,850.56,,,1043053
891,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,17,1,12,3,APO,Check,4376.73,,,1043053
892,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,122,2,12,7,APO,Check,4747.15,,,1043053
893,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,214,3,12,9,APO,Check,4414.55,,,1043053
1089,2006,DS,Stress,Alpha-lattice,L06DS-14,21,1,1,3,APO,Entry,667.21,,,1043053
1090,2006,DS,Stress,Alpha-lattice,L06DS-14,199,2,1,9,APO,Entry,124.4,,,1043053
1091,2006,DS,Stress,Alpha-lattice,L06DS-14,305,3,1,9,APO,Entry,142.15,,,1043053
1419,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,69,1,1,9,APO,Check,825.44,,,1043053
1420,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,143,2,1,8,APO,Check,918.78,,,1043053
1421,2006,WS,Non-Stress,Alpha-lattice,L06WS-14,175,3,1,2,APO,Check,1603.14,,,1043053
1911,2006,DS,Stress,Alpha-lattice,L06DS-15,53,1,85,6,APO,Entry,167.3,,,1043053
1912,2006,DS,Stress,Alpha-lattice,L06DS-15,128,2,85,5,APO,Entry,213,,,1043053
1913,2006,DS,Stress,Alpha-lattice,L06DS-15,202,3,85,3,APO,Entry,295.2,,,1043053
1929,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,44,1,1,5,APO,Check,1958.92,,,1043053
1930,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,178,2,1,7,APO,Check,1569.82,,,1043053
1931,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,326,3,1,11,APO,Check,783.42,,,1043053
2511,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,54,1,85,6,APO,Check,2403.8,,,1043053
2512,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,143,2,85,6,APO,Check,690.8,,,1043053
2513,2006,DS,Non-Stress,Alpha-lattice,L06DS-18,245,3,85,8,APO,Check,541.7,,,1043053
2529,2006,WS,Stress,Alpha-Lattice,L06WS-15,7,1,1,1,APO,Check,867.85,,,1043053
2530,2006,WS,Stress,Alpha-Lattice,L06WS-15,135,2,1,7,APO,Check,718.12,,,1043053
2531,2006,WS,Stress,Alpha-Lattice,L06WS-15,172,3,1,2,APO,Check,1258,,,1043053
2769,2006,WS,Non-Stress,Alpha-Lattice,L06WS-18,23,1,1,5,APO,Check,990.84,,,1043053
2770,2006,WS,Non-Stress,Alpha-Lattice,L06WS-18,62,2,1,5,APO,Check,482.12,,,1043053
2771,2006,WS,Non-Stress,Alpha-Lattice,L06WS-18,104,3,1,5,APO,Check,1051.56,,,1043053
2889,2006,WS,Stress,Alpha-Lattice,L06WS-19,31,1,1,7,APO,Check,1637.19,,,1043053
2890,2006,WS,Stress,Alpha-Lattice,L06WS-19,60,2,1,4,APO,Check,1227.45,,,1043053
2891,2006,WS,Stress,Alpha-Lattice,L06WS-19,96,3,1,4,APO,Check,1437.23,,,1043053
4239,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,130,3,1,1,APO,Check,5191.81,,,1043053
4240,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,5,1,1,1,APO,Check,4879.63,,,1043053
4241,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,117,2,1,7,APO,Check,4459.05,,,1043053
4647,2007,DS,Stress,Alpha-Lattice,L07DS-27,23,1,1,3,APO,Entry,1052.5,,,1043053
4648,2007,DS,Stress,Alpha-Lattice,L07DS-27,67,2,1,1,APO,Entry,1293.81,,,1043053
4649,2007,DS,Stress,Alpha-Lattice,L07DS-27,162,3,1,5,APO,Entry,757.21,,,1043053
17526,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,14,1,60,4,,Entry,4963.3,1,14,1043053
17822,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,392,2,60,24,,Entry,4385,2,96,1043053
19318,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,254,1,60,4,,Entry,4655.524332,4,11,1043053
19711,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,240,1,59,3,,Entry,938.2029598,3,64,1043053
3309,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,78,1,101,10,IRRI 133,Check,863.67,,,100442
3310,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,122,2,101,3,IRRI 133,Check,3555.83,,,100442
3311,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,213,3,101,1,IRRI 133,Check,3067.33,,,100442
3312,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,26,1,102,4,MTU1010,Check,6398.67,,,81083
3313,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,112,2,102,1,MTU1010,Check,1948.83,,,81083
3314,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,263,3,102,7,MTU1010,Check,2104,,,81083
3621,2007,WS,Stress,Alpha-Lattice,L07WS-13,55,1,101,7,IRRI 133,Check,1459.17,,,100442
3622,2007,WS,Stress,Alpha-Lattice,L07WS-13,181,2,101,10,IRRI 133,Check,2361.47,,,100442
3623,2007,WS,Stress,Alpha-Lattice,L07WS-13,270,3,101,8,IRRI 133,Check,2858.83,,,100442
3624,2007,WS,Stress,Alpha-Lattice,L07WS-13,3,1,102,1,MTU1010,Check,2958.5,,,81083
3625,2007,WS,Stress,Alpha-Lattice,L07WS-13,127,2,102,3,MTU1010,Check,3033.89,,,81083
3626,2007,WS,Stress,Alpha-Lattice,L07WS-13,269,3,102,8,MTU1010,Check,3401.18,,,81083
5067,2008,DS,Non-Stress,Alpha-Lattice,L08DS-16,67,1,77,12,MTU1010,Check,4484.7,,,81083
5068,2008,DS,Non-Stress,Alpha-Lattice,L08DS-16,120,2,77,7,MTU1010,Check,5628.4,,,81083
5069,2008,DS,Non-Stress,Alpha-Lattice,L08DS-16,195,3,77,7,MTU1010,Check,5165.4,,,81083
5301,2008,DS,Stress,Alpha-Lattice,L08DS-17,46,1,77,8,MTU1010,Check,905.4,,,81083
5302,2008,DS,Stress,Alpha-Lattice,L08DS-17,152,2,77,13,MTU1010,Check,1725.2,,,81083
5303,2008,DS,Stress,Alpha-Lattice,L08DS-17,215,3,77,10,MTU1010,Check,1953.7,,,81083
5937,2008,WS,Non-Stress,Alpha-Lattice,L08WS-10,27,1,49,6,IRRI 133,Check,2901.06,,,100442
5938,2008,WS,Non-Stress,Alpha-Lattice,L08WS-10,81,2,49,6,IRRI 133,Check,4241.05,,,100442
5939,2008,WS,Non-Stress,Alpha-Lattice,L08WS-10,153,3,49,9,IRRI 133,Check,4242.68,,,100442
6102,2008,WS,Stress,Alpha-Lattice,L08WS-11,2,1,49,1,IRRI 133,Check,4852.6,,,100442
6103,2008,WS,Stress,Alpha-Lattice,L08WS-11,57,2,49,1,IRRI 133,Check,4218.58,,,100442
6104,2008,WS,Stress,Alpha-Lattice,L08WS-11,137,3,49,6,IRRI 133,Check,4176.51,,,100442
6345,2008,WS,Non-Stress,Alpha-Lattice,L08WS-15,21,1,75,3,MTU1010,Check,2170.18,,,81083
6346,2008,WS,Non-Stress,Alpha-Lattice,L08WS-15,153,2,75,10,MTU1010,Check,3012.73,,,81083
6347,2008,WS,Non-Stress,Alpha-Lattice,L08WS-15,173,3,75,2,MTU1010,Check,2549.72,,,81083
6585,2008,WS,Stress,Alpha-Lattice,L08WS-16,9,1,75,2,MTU1010,Check,2621.43,,,81083
6586,2008,WS,Stress,Alpha-Lattice,L08WS-16,93,2,75,2,MTU1010,Check,2351.21,,,81083
6587,2008,WS,Stress,Alpha-Lattice,L08WS-16,232,3,75,9,MTU1010,Check,2542.44,,,81083
7077,2009,DS,Non-Stress,Alpha-Lattice,L09DS-11,132,1,159,16,MTU1010,Check,5485.4,,,81083
7078,2009,DS,Non-Stress,Alpha-Lattice,L09DS-11,186,2,159,16,MTU1010,Check,4607.6,,,81083
7079,2009,DS,Non-Stress,Alpha-Lattice,L09DS-11,368,3,159,16,MTU1010,Check,4730.1,,,81083
7557,2009,DS,Stress,Alpha-Lattice,L09DS-12,118,1,159,16,MTU1010,Check,1379.17,,,81083
7558,2009,DS,Stress,Alpha-Lattice,L09DS-12,314,2,159,16,MTU1010,Check,865.49,,,81083
7559,2009,DS,Stress,Alpha-Lattice,L09DS-12,326,3,159,16,MTU1010,Check,1197.2,,,81083
7986,2009,WS,Non-Stress,Alpha-Lattice,L09WS-16,87,1,118,9,MTU1010,Check,4790.94,,,81083
7987,2009,WS,Non-Stress,Alpha-Lattice,L09WS-16,144,2,118,3,MTU1010,Check,4408.33,,,81083
7988,2009,WS,Non-Stress,Alpha-Lattice,L09WS-16,357,3,118,12,MTU1010,Check,4404.42,,,81083
8346,2009,WS,Stress,Alpha-Lattice,L09WS-17,16,1,118,2,MTU1010,Check,2493,,,81083
8347,2009,WS,Stress,Alpha-Lattice,L09WS-17,185,2,118,7,MTU1010,Check,4244,,,81083
8348,2009,WS,Stress,Alpha-Lattice,L09WS-17,276,3,118,4,MTU1010,Check,3030,,,81083
8901,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,3,1,83,1,MTU1010,Check,3818.2,,,81083
8902,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,122,2,83,8,MTU1010,Check,4965.4,,,81083
8903,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,234,3,83,13,MTU1010,Check,5469.7,,,81083
9156,2010,DS,Stress,Alpha-Lattice,L10DS-17,14,1,83,3,MTU1010,Check,1818.2,,,81083
9157,2010,DS,Stress,Alpha-Lattice,L10DS-17,127,2,83,9,MTU1010,Check,1344,,,81083
9158,2010,DS,Stress,Alpha-Lattice,L10DS-17,178,3,83,2,MTU1010,Check,2406.9,,,81083
9537,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,41,1,45,7,MTU1010,Check,4177.9,,,81083
9538,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,63,2,45,3,MTU1010,Check,6076.1,,,81083
9539,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,121,3,45,5,MTU1010,Check,4365.4,,,81083
9681,2010,WS,Stress,Alpha-Lattice,L10WS-12,1,1,45,1,MTU1010,Check,2941.2,,,81083
9682,2010,WS,Stress,Alpha-Lattice,L10WS-12,92,2,45,8,MTU1010,Check,2882.4,,,81083
9683,2010,WS,Stress,Alpha-Lattice,L10WS-12,143,3,45,8,MTU1010,Check,3117.6,,,81083
9810,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,11,1,40,3,IRRI 133,Check,5729.5,,,100442
9811,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,67,2,40,7,IRRI 133,Check,4590.4,,,100442
9812,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,114,3,40,9,IRRI 133,Check,3440,,,100442
9930,2010,WS,Stress,Alpha-Lattice,L10WS-14,31,1,40,8,IRRI 133,Check,2764.7,,,100442
9931,2010,WS,Stress,Alpha-Lattice,L10WS-14,41,2,40,1,IRRI 133,Check,2529.4,,,100442
9932,2010,WS,Stress,Alpha-Lattice,L10WS-14,115,3,40,9,IRRI 133,Check,3382.4,,,100442
10050,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,31,1,40,8,IRRI 133,Check,2764.7,,,100442
10051,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,41,2,40,1,IRRI 133,Check,2529.4,,,100442
10052,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,115,3,40,9,IRRI 133,Check,3382.4,,,100442
10194,2011,DS,Stress,Alpha-Lattice,L11DS-15,36,1,48,8,MTU1010,Check,NA,,,81083
10195,2011,DS,Stress,Alpha-Lattice,L11DS-15,86,2,48,8,MTU1010,Check,353.4,,,81083
10196,2011,DS,Stress,Alpha-Lattice,L11DS-15,113,3,48,3,MTU1010,Check,191.7,,,81083
10287,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,40,2,29,2,IRRI 133,Check,5663.8,,,100442
10288,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,9,1,29,3,IRRI 133,Check,7774.2,,,100442
10289,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,77,3,29,4,IRRI 133,Check,8857.8,,,100442
10383,2011,DS,Stress,Alpha-Lattice,L11DS-17,30,1,29,8,IRRI 133,Check,NA,,,100442
10384,2011,DS,Stress,Alpha-Lattice,L11DS-17,45,2,29,4,IRRI 133,Check,NA,,,100442
10385,2011,DS,Stress,Alpha-Lattice,L11DS-17,84,3,29,5,IRRI 133,Check,NA,,,100442
10818,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,61,1,142,8,IRRI 133,Check,NA,,,100442
10819,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,232,2,142,11,IRRI 133,Check,NA,,,100442
10820,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,400,3,142,14,IRRI 133,Check,NA,,,100442
11040,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,65,1,72,13,MTU1010,Check,2375.67,,,81083
11041,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,114,2,72,8,MTU1010,Check,2377.17,,,81083
11042,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,198,3,72,10,MTU1010,Check,2653.67,,,81083
11457,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,21,1,136,5,MTU1010,Check,5932.8,,,81083
11458,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,245,2,136,21,MTU1010,Check,5298.8,,,81083
11459,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,327,3,136,10,MTU1010,Check,4432.4,,,81083
11877,2012,DS,Stress,Alpha-Lattice,L12DS-13,74,1,136,15,MTU1010,Check,1646.3,,,81083
11878,2012,DS,Stress,Alpha-Lattice,L12DS-13,271,2,136,27,MTU1010,Check,1559.4,,,81083
11879,2012,DS,Stress,Alpha-Lattice,L12DS-13,317,3,136,8,MTU1010,Check,721.2,,,81083
12168,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,69,1,93,14,IRRI 133,Check,3950.2,,,100442
12169,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,124,2,93,6,IRRI 133,Check,3809.3,,,100442
12170,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,266,3,93,16,IRRI 133,Check,3568.8,,,100442
12453,2012,DS,Stress,Alpha-Lattice,L12DS-15,52,1,93,11,IRRI 133,Check,1646.8,,,100442
12454,2012,DS,Stress,Alpha-Lattice,L12DS-15,182,2,93,18,IRRI 133,Check,1556.5,,,100442
12455,2012,DS,Stress,Alpha-Lattice,L12DS-15,221,3,93,7,IRRI 133,Check,1748.4,,,100442
12723,2012,WS,Non-Stress,Alpha-Lattice,L12WS-16,33,1,88,7,MTU1010,Check,5496,,,81083
12724,2012,WS,Non-Stress,Alpha-Lattice,L12WS-16,134,2,88,9,MTU1010,Check,5002.2,,,81083
12725,2012,WS,Non-Stress,Alpha-Lattice,L12WS-16,211,3,88,7,MTU1010,Check,5445.5,,,81083
12978,2012,WS,Non-Stress,Alpha-Lattice,L12WS-12,26,1,83,6,IRRI 133,Check,3564.7,,,100442
12979,2012,WS,Non-Stress,Alpha-Lattice,L12WS-12,158,2,83,15,IRRI 133,Check,1875.3,,,100442
12980,2012,WS,Non-Stress,Alpha-Lattice,L12WS-12,189,3,83,4,IRRI 133,Check,3425.8,,,100442
13083,2013,DS,Non-Stress,Alpha-Lattice,L13DS-13,3,1,33,1,MTU1010,Check,5777.7,,,81083
13084,2013,DS,Non-Stress,Alpha-Lattice,L13DS-13,52,2,33,3,MTU1010,Check,5110,,,81083
13085,2013,DS,Non-Stress,Alpha-Lattice,L13DS-13,98,3,33,5,MTU1010,Check,6292,,,81083
13191,2013,DS,Stress,Alpha-Lattice,L13DS-14A,3,1,33,1,MTU1010,Check,974.7,,,81083
13192,2013,DS,Stress,Alpha-Lattice,L13DS-14A,52,2,33,3,MTU1010,Check,1072.7,,,81083
13193,2013,DS,Stress,Alpha-Lattice,L13DS-14A,98,3,33,5,MTU1010,Check,1412.5,,,81083
13269,2013,DS,Stress,Augmented-RCBD,L13DS-14B,12,1,65,1,MTU1010,Check,2337.1,,,81083
13270,2013,DS,Stress,Augmented-RCBD,L13DS-14B,42,2,65,2,MTU1010,Check,2783.3,,,81083
13271,2013,DS,Stress,Augmented-RCBD,L13DS-14B,63,3,65,3,MTU1010,Check,1588.5,,,81083
13803,2013,WS,Non-Stress,Alpha-Lattice,L13WS-13,45,1,91,9,MTU1010,Check,5790.2,,,81083
13804,2013,WS,Non-Stress,Alpha-Lattice,L13WS-13,174,2,91,16,MTU1010,Check,5366.2,,,81083
13805,2013,WS,Non-Stress,Alpha-Lattice,L13WS-13,231,3,91,9,MTU1010,Check,5249.8,,,81083
14001,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,16,1,62,4,IRRI 133,Check,1097,,,100442
14002,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,105,2,62,8,IRRI 133,Check,NA,,,100442
14003,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,151,3,62,5,IRRI 133,Check,1356.5,,,100442
14010,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,36,1,65,8,IRRI 133,Check,2812.2,,,100442
14011,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,97,2,65,7,IRRI 133,Check,NA,,,100442
14012,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,195,3,65,13,IRRI 133,Check,1120.1,,,100442
14097,2014,DS,Non-Stress,Alpha-Lattice,L14DS-13,5,1,29,2,MTU1010,Check,9264.6,,,81083
14098,2014,DS,Non-Stress,Alpha-Lattice,L14DS-13,46,2,29,12,MTU1010,Check,5831.2,,,81083
14099,2014,DS,Non-Stress,Alpha-Lattice,L14DS-13,77,3,29,20,MTU1010,Check,7195.1,,,81083
14193,2014,DS,Stress,Alpha-Lattice,L14DS-14,5,1,29,2,MTU1010,Check,457.6,,,81083
14194,2014,DS,Stress,Alpha-Lattice,L14DS-14,46,2,29,4,MTU1010,Check,497.8,,,81083
14195,2014,DS,Stress,Alpha-Lattice,L14DS-14,77,3,29,4,MTU1010,Check,1118.5,,,81083
14556,2014,DS,Non-Stress,Alpha-Lattice,L14DS-15,118,1,118,24,IRRI 133,Check,6609.8,,,100442
14557,2014,DS,Non-Stress,Alpha-Lattice,L14DS-15,225,2,118,45,IRRI 133,Check,6478.7,,,100442
14558,2014,DS,Non-Stress,Alpha-Lattice,L14DS-15,249,3,118,50,IRRI 133,Check,6339.5,,,100442
14916,2014,DS,Stress,Alpha-Lattice,L14DS-16,118,1,118,24,IRRI 133,Check,23.3,,,100442
14917,2014,DS,Stress,Alpha-Lattice,L14DS-16,225,2,118,45,IRRI 133,Check,19,,,100442
14918,2014,DS,Stress,Alpha-Lattice,L14DS-16,249,3,118,50,IRRI 133,Check,7.3,,,100442
15012,2014,WS,Non-Stress,Alpha-Lattice,L14WS-13,11,1,30,4,MTU1010,Entry,3213.1,,,81083
15013,2014,WS,Non-Stress,Alpha-Lattice,L14WS-13,42,2,30,2,MTU1010,Entry,3207.9,,,81083
15014,2014,WS,Non-Stress,Alpha-Lattice,L14WS-13,73,3,30,1,MTU1010,Entry,4159.5,,,81083
16553,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,81,1,139,17,MTU1010,Check,4785.25,3,25,81083
16554,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,218,2,139,16,MTU1010,Check,4524.44,3,50,81083
16739,2017,WS,Stress,Alpha-Lattice,L17WS-14A,50,1,92,13,MTU1010,Check,1232.14,3,4,81083
16740,2017,WS,Stress,Alpha-Lattice,L17WS-14A,99,2,92,2,MTU1010,Check,628.85,1,30,81083
16849,2017,WS,Stress,Alpha-Lattice,L17WS-14B,34,1,55,7,MTU1010,Check,476.48,4,1,81083
16850,2017,WS,Stress,Alpha-Lattice,L17WS-14B,88,2,55,7,MTU1010,Check,407.41,3,22,81083
17157,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,85,1,154,13,MTU1010,Check,5706.09,4,19,81083
17158,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,194,2,154,6,MTU1010,Check,5414.85,2,40,81083
17465,2018,DS,Stress,Alpha-Lattice,L18DS-14,85,1,154,19,MTU1010,Check,2089.5,4,19,81083
17466,2018,DS,Stress,Alpha-Lattice,L18DS-14,194,2,154,18,MTU1010,Check,2373.3,2,40,81083
393,2004,DS,Stress,Alpha-lattice,L04DS-07A,21,1,10,4,IR77298-5-6,Entry,4078.1,,,1042212
394,2004,DS,Stress,Alpha-lattice,L04DS-07A,57,2,10,3,IR77298-5-6,Entry,3160,,,1042212
591,2005,DS,Stress,Alpha-lattice,L05DS-18,37,1,34,7,IR77298-5-6,Entry,1441.6,,,1042212
592,2005,DS,Stress,Alpha-lattice,L05DS-18,45,2,34,1,IR77298-5-6,Entry,1473.98,,,1042212
593,2005,DS,Stress,Alpha-lattice,L05DS-18,109,3,34,5,IR77298-5-6,Entry,1440.2,,,1042212
594,2005,DS,Stress,Alpha-lattice,L05DS-18,137,4,34,2,IR77298-5-6,Entry,2022.8,,,1042212
1239,2006,DS,Stress,Alpha-lattice,L06DS-14,57,1,51,6,IR77298-5-6,Entry,131.02,,,1042212
1240,2006,DS,Stress,Alpha-lattice,L06DS-14,130,2,51,2,IR77298-5-6,Entry,539.17,,,1042212
1241,2006,DS,Stress,Alpha-lattice,L06DS-14,264,3,51,5,IR77298-5-6,Entry,152.17,,,1042212
2079,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,30,1,51,3,IR77298-5-6,Entry,1076.37,,,1042212
2080,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,176,2,51,7,IR77298-5-6,Entry,1292.9,,,1042212
2081,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,265,3,51,5,IR77298-5-6,Entry,2538.56,,,1042212
3282,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,51,1,92,7,IR77298-5-6,Entry,3153.13,,,1042212
3283,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,127,2,92,3,IR77298-5-6,Entry,2996.09,,,1042212
3284,2007,WS,Non-Stress,Alpha-Lattice,L07WS-12,294,3,92,11,IR77298-5-6,Entry,2610.5,,,1042212
3594,2007,WS,Stress,Alpha-Lattice,L07WS-13,59,1,92,8,IR77298-5-6,Entry,2642.96,,,1042212
3595,2007,WS,Stress,Alpha-Lattice,L07WS-13,105,2,92,1,IR77298-5-6,Entry,3228,,,1042212
3596,2007,WS,Stress,Alpha-Lattice,L07WS-13,216,3,92,1,IR77298-5-6,Entry,3273.83,,,1042212
4293,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,119,2,19,7,IR77298-5-6,Entry,4765.09,,,1042212
4294,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,56,1,19,7,IR77298-5-6,Entry,4443.97,,,1042212
4295,2007,DS,Non-Stress,Alpha-Lattice,L07DS-24,148,3,19,3,IR77298-5-6,Entry,4375,,,1042212
4701,2007,DS,Stress,Alpha-Lattice,L07DS-27,51,1,19,7,IR77298-5-6,Entry,141.83,,,1042212
4702,2007,DS,Stress,Alpha-Lattice,L07DS-27,110,2,19,6,IR77298-5-6,Entry,471.15,,,1042212
4703,2007,DS,Stress,Alpha-Lattice,L07DS-27,174,3,19,6,IR77298-5-6,Entry,484.85,,,1042212
