S.No.,Year,Season,Treatment,Design,Study_Name,Plot_No,Rep,Entry_No,Block,Derivative_Designation,Entry-Check,YKGH,Row,Col,ProductID
11593,2012,DS,Stress,Alpha-Lattice,L12DS-13,176,2,41,8,IR87759-22-1-1-2,Entry,1076.1,,,990356
11594,2012,DS,Stress,Alpha-Lattice,L12DS-13,365,3,41,17,IR87759-22-1-1-2,Entry,373.7,,,990356
10968,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,13,1,48,3,IR87761-60-2-4-2,Entry,2850.17,,,990357
10969,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,92,2,48,4,IR87761-60-2-4-2,Entry,3261.17,,,990357
10970,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,213,3,48,13,IR87761-60-2-4-2,Entry,722.67,,,990357
11169,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,39,1,40,8,IR87761-60-2-4-2,Entry,6416.4,,,990357
11170,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,151,2,40,3,IR87761-60-2-4-2,Entry,6927.2,,,990357
11171,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,408,3,40,26,IR87761-60-2-4-2,Entry,5228.4,,,990357
11589,2012,DS,Stress,Alpha-Lattice,L12DS-13,130,1,40,26,IR87761-60-2-4-2,Entry,1210.6,,,990357
11590,2012,DS,Stress,Alpha-Lattice,L12DS-13,147,2,40,2,IR87761-60-2-4-2,Entry,1197.7,,,990357
11591,2012,DS,Stress,Alpha-Lattice,L12DS-13,386,3,40,22,IR87761-60-2-4-2,Entry,1063.8,,,990357
10617,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,121,1,75,16,IR87751-20-4-4-2,Entry,3175.2,,,729068
10618,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,192,2,75,6,IR87751-20-4-4-2,Entry,4456.6,,,729068
10619,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,401,3,75,15,IR87751-20-4-4-2,Entry,3473.7,,,729068
11964,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,26,1,25,6,IR87751-20-4-4-2,Entry,4075.8,,,729068
11965,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,174,2,25,16,IR87751-20-4-4-2,Entry,3719.8,,,729068
11966,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,205,3,25,3,IR87751-20-4-4-2,Entry,5886.6,,,729068
12249,2012,DS,Stress,Alpha-Lattice,L12DS-15,19,1,25,4,IR87751-20-4-4-2,Entry,3381.1,,,729068
12250,2012,DS,Stress,Alpha-Lattice,L12DS-15,98,2,25,1,IR87751-20-4-4-2,Entry,4399.9,,,729068
12251,2012,DS,Stress,Alpha-Lattice,L12DS-15,273,3,25,17,IR87751-20-4-4-2,Entry,3525.8,,,729068
10776,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,37,1,128,5,IR87760-15-2-2-2,Entry,2683.9,,,1783320
10777,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,188,2,128,6,IR87760-15-2-2-2,Entry,3633.8,,,1783320
10778,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,363,3,128,10,IR87760-15-2-2-2,Entry,2352.5,,,1783320
10773,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,6,1,127,1,IR87761-28-2-1-2,Entry,3150.7,,,1783321
10774,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,151,2,127,1,IR87761-28-2-1-2,Entry,3426.4,,,1783321
10775,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,391,3,127,13,IR87761-28-2-1-2,Entry,2321.4,,,1783321
10605,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,38,1,71,5,IR87759-13-1-1-2,Entry,1733.6,,,1193793
10606,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,241,2,71,13,IR87759-13-1-1-2,Entry,2559.6,,,1193793
10607,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,418,3,71,17,IR87759-13-1-1-2,Entry,2003.7,,,1193793
10962,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,29,1,46,6,IR87695-8-1-1-2,Entry,3037.33,,,990361
10963,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,109,2,46,7,IR87695-8-1-1-2,Entry,3578.33,,,990361
10964,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,217,3,46,14,IR87695-8-1-1-2,Entry,2285.5,,,990361
11163,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,7,1,38,2,IR87695-8-1-1-2,Entry,6354.9,,,990361
11164,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,143,2,38,1,IR87695-8-1-1-2,Entry,4344.6,,,990361
11165,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,398,3,38,24,IR87695-8-1-1-2,Entry,5506.2,,,990361
11583,2012,DS,Stress,Alpha-Lattice,L12DS-13,103,1,38,21,IR87695-8-1-1-2,Entry,803.6,,,990361
11584,2012,DS,Stress,Alpha-Lattice,L12DS-13,279,2,38,28,IR87695-8-1-1-2,Entry,675.4,,,990361
11585,2012,DS,Stress,Alpha-Lattice,L12DS-13,352,3,38,15,IR87695-8-1-1-2,Entry,494.5,,,990361
10599,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,18,1,69,3,IR87753-11-3-3-2,Entry,2826.6,,,1783322
10600,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,180,2,69,5,IR87753-11-3-3-2,Entry,2164.2,,,1783322
10601,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,383,3,69,12,IR87753-11-3-3-2,Entry,2718.8,,,1783322
10956,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,39,1,44,8,IR87793-18-2-2-2,Entry,2331.33,,,328769
10957,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,140,2,44,13,IR87793-18-2-2-2,Entry,1610.67,,,328769
10958,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,185,3,44,7,IR87793-18-2-2-2,Entry,1048.17,,,328769
11157,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,5,1,36,1,IR87793-18-2-2-2,Entry,4460.3,,,328769
11158,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,224,2,36,17,IR87793-18-2-2-2,Entry,4148.3,,,328769
11159,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,342,3,36,13,IR87793-18-2-2-2,Entry,4034.3,,,328769
11577,2012,DS,Stress,Alpha-Lattice,L12DS-13,61,1,36,13,IR87793-18-2-2-2,Entry,2531.8,,,328769
11578,2012,DS,Stress,Alpha-Lattice,L12DS-13,268,2,36,26,IR87793-18-2-2-2,Entry,1621.5,,,328769
11579,2012,DS,Stress,Alpha-Lattice,L12DS-13,299,3,36,4,IR87793-18-2-2-2,Entry,634.4,,,328769
10953,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,52,1,43,11,IR87731-24-5-2-2,Entry,2707.33,,,1779593
10954,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,113,2,43,8,IR87731-24-5-2-2,Entry,2608.5,,,1779593
10955,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,189,3,43,8,IR87731-24-5-2-2,Entry,2229.67,,,1779593
10590,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,39,1,66,5,IR87753-11-2-1-2,Entry,2091.2,,,326012
10591,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,169,2,66,4,IR87753-11-2-1-2,Entry,2423.4,,,326012
10592,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,337,3,66,7,IR87753-11-2-1-2,Entry,2455.5,,,326012
10587,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,126,1,65,16,IR87754-42-2-3-2,Entry,1558.2,,,729066
10588,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,214,2,65,9,IR87754-42-2-3-2,Entry,3069.8,,,729066
10589,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,349,3,65,8,IR87754-42-2-3-2,Entry,2572.6,,,729066
10581,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,101,1,63,13,IR87761-51-1-3-2,Entry,2845.2,,,1193795
10582,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,164,2,63,3,IR87761-51-1-3-2,Entry,2784.5,,,1193795
10583,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,411,3,63,16,IR87761-51-1-3-2,Entry,1842,,,1193795
10950,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,7,1,42,2,IR87723-18-2-1-2,Entry,1163.5,,,990362
10951,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,112,2,42,8,IR87723-18-2-1-2,Entry,2360.67,,,990362
10952,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,171,3,42,5,IR87723-18-2-1-2,Entry,383.5,,,990362
11154,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,69,1,35,14,IR87723-18-2-1-2,Entry,5097.1,,,990362
11155,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,214,2,35,15,IR87723-18-2-1-2,Entry,4823.4,,,990362
11156,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,343,3,35,13,IR87723-18-2-1-2,Entry,3486,,,990362
11574,2012,DS,Stress,Alpha-Lattice,L12DS-13,117,1,35,24,IR87723-18-2-1-2,Entry,1713.1,,,990362
11575,2012,DS,Stress,Alpha-Lattice,L12DS-13,159,2,35,4,IR87723-18-2-1-2,Entry,709.7,,,990362
11576,2012,DS,Stress,Alpha-Lattice,L12DS-13,348,3,35,14,IR87723-18-2-1-2,Entry,1107.1,,,990362
10575,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,4,1,61,1,IR87638-10-1-1-2,Entry,2068.6,,,1783323
10576,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,284,2,61,18,IR87638-10-1-1-2,Entry,2846.7,,,1783323
10577,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,417,3,61,17,IR87638-10-1-1-2,Entry,1817.1,,,1783323
10947,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,15,1,41,3,IR87654-30-1-1-2,Entry,2243.5,,,990363
10948,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,138,2,41,13,IR87654-30-1-1-2,Entry,1929.33,,,990363
10949,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,168,3,41,4,IR87654-30-1-1-2,Entry,911.33,,,990363
11151,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,80,1,34,16,IR87654-30-1-1-2,Entry,6415.6,,,990363
11152,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,257,2,34,24,IR87654-30-1-1-2,Entry,5193.9,,,990363
11153,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,305,3,34,5,IR87654-30-1-1-2,Entry,4193.9,,,990363
11571,2012,DS,Stress,Alpha-Lattice,L12DS-13,7,1,34,2,IR87654-30-1-1-2,Entry,1925,,,990363
11572,2012,DS,Stress,Alpha-Lattice,L12DS-13,200,2,34,12,IR87654-30-1-1-2,Entry,928.6,,,990363
11573,2012,DS,Stress,Alpha-Lattice,L12DS-13,297,3,34,4,IR87654-30-1-1-2,Entry,683.7,,,990363
10569,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,110,1,59,14,IR87751-27-1-1-2,Entry,2508.9,,,1783324
10570,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,203,2,59,8,IR87751-27-1-1-2,Entry,3637.5,,,1783324
10571,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,405,3,59,15,IR87751-27-1-1-2,Entry,1990.4,,,1783324
10566,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,76,1,58,10,IR87694-18-1-1-2,Entry,2818,,,990364
10567,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,287,2,58,18,IR87694-18-1-1-2,Entry,2813.4,,,990364
10568,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,427,3,58,18,IR87694-18-1-1-2,Entry,3356.9,,,990364
11952,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,20,1,21,4,IR87694-18-1-1-2,Entry,6653.8,,,990364
11953,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,144,2,21,10,IR87694-18-1-1-2,Entry,5132.3,,,990364
11954,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,281,3,21,19,IR87694-18-1-1-2,Entry,5327.7,,,990364
12237,2012,DS,Stress,Alpha-Lattice,L12DS-15,35,1,21,7,IR87694-18-1-1-2,Entry,4139.7,,,990364
12238,2012,DS,Stress,Alpha-Lattice,L12DS-15,144,2,21,10,IR87694-18-1-1-2,Entry,4731.5,,,990364
12239,2012,DS,Stress,Alpha-Lattice,L12DS-15,258,3,21,14,IR87694-18-1-1-2,Entry,4194.1,,,990364
12774,2012,WS,Non-Stress,Alpha-Lattice,L12WS-12,13,1,15,3,IR87694-18-1-1-2,Entry,4944.3,,,990364
12775,2012,WS,Non-Stress,Alpha-Lattice,L12WS-12,94,2,15,2,IR87694-18-1-1-2,Entry,4599.8,,,990364
12776,2012,WS,Non-Stress,Alpha-Lattice,L12WS-12,193,3,15,5,IR87694-18-1-1-2,Entry,5052.2,,,990364
10944,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,37,1,40,8,IR87722-30-1-1-2,Entry,3162.83,,,352349
10945,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,110,2,40,7,IR87722-30-1-1-2,Entry,1888.5,,,352349
10946,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,172,3,40,5,IR87722-30-1-1-2,Entry,539,,,352349
11148,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,100,1,33,20,IR87722-30-1-1-2,Entry,4675.6,,,352349
11149,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,156,2,33,4,IR87722-30-1-1-2,Entry,4100.2,,,352349
11150,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,344,3,33,13,IR87722-30-1-1-2,Entry,2995.1,,,352349
11568,2012,DS,Stress,Alpha-Lattice,L12DS-13,20,1,33,4,IR87722-30-1-1-2,Entry,2087.8,,,352349
11569,2012,DS,Stress,Alpha-Lattice,L12DS-13,151,2,33,3,IR87722-30-1-1-2,Entry,1519,,,352349
11570,2012,DS,Stress,Alpha-Lattice,L12DS-13,359,3,33,16,IR87722-30-1-1-2,Entry,689.4,,,352349
10563,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,142,1,57,18,IR87759-4-3-1-2,Entry,3030.7,,,352348
10564,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,201,2,57,8,IR87759-4-3-1-2,Entry,2844.2,,,352348
10565,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,319,3,57,4,IR87759-4-3-1-2,Entry,2174.8,,,352348
10941,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,2,1,39,1,IR87709-23-1-2-1,Entry,613.83,,,990365
10942,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,125,2,39,10,IR87709-23-1-2-1,Entry,1675,,,990365
10943,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,178,3,39,6,IR87709-23-1-2-1,Entry,2349.17,,,990365
11145,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,63,1,32,13,IR87709-23-1-2-1,Entry,4145.7,,,990365
11146,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,237,2,32,20,IR87709-23-1-2-1,Entry,3311.4,,,990365
11147,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,302,3,32,5,IR87709-23-1-2-1,Entry,2980,,,990365
11565,2012,DS,Stress,Alpha-Lattice,L12DS-13,120,1,32,24,IR87709-23-1-2-1,Entry,1851.7,,,990365
11566,2012,DS,Stress,Alpha-Lattice,L12DS-13,219,2,32,16,IR87709-23-1-2-1,Entry,1608.2,,,990365
11567,2012,DS,Stress,Alpha-Lattice,L12DS-13,312,3,32,7,IR87709-23-1-2-1,Entry,453.2,,,990365
10938,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,19,1,38,4,IR87709-23-1-1-1,Entry,732,,,990366
10939,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,108,2,38,7,IR87709-23-1-1-1,Entry,1880.5,,,990366
10940,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,156,3,38,2,IR87709-23-1-1-1,Entry,2584,,,990366
11142,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,106,1,31,22,IR87709-23-1-1-1,Entry,2889.9,,,990366
11143,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,212,2,31,15,IR87709-23-1-1-1,Entry,3430.4,,,990366
11144,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,334,3,31,11,IR87709-23-1-1-1,Entry,2242.9,,,990366
11562,2012,DS,Stress,Alpha-Lattice,L12DS-13,125,1,31,25,IR87709-23-1-1-1,Entry,856.7,,,990366
11563,2012,DS,Stress,Alpha-Lattice,L12DS-13,262,2,31,25,IR87709-23-1-1-1,Entry,1422.2,,,990366
11564,2012,DS,Stress,Alpha-Lattice,L12DS-13,414,3,31,27,IR87709-23-1-1-1,Entry,709.4,,,990366
10560,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,97,1,56,13,IR87818-12-1-3-1,Entry,3212.2,,,1783325
10561,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,178,2,56,5,IR87818-12-1-3-1,Entry,3034.5,,,1783325
10562,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,353,3,56,9,IR87818-12-1-3-1,Entry,2523.5,,,1783325
10554,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,87,1,54,11,IR87761-61-3-1-1,Entry,3359,,,152796
10555,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,243,2,54,13,IR87761-61-3-1-1,Entry,4162.5,,,152796
10556,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,373,3,54,11,IR87761-61-3-1-1,Entry,3443.4,,,152796
11946,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,43,1,19,9,IR87761-61-3-1-1,Entry,7137.9,,,152796
11947,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,146,2,19,11,IR87761-61-3-1-1,Entry,5726.9,,,152796
11948,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,254,3,19,13,IR87761-61-3-1-1,Entry,6538.4,,,152796
12231,2012,DS,Stress,Alpha-Lattice,L12DS-15,41,1,19,9,IR87761-61-3-1-1,Entry,4833.9,,,152796
12232,2012,DS,Stress,Alpha-Lattice,L12DS-15,136,2,19,9,IR87761-61-3-1-1,Entry,4534,,,152796
12233,2012,DS,Stress,Alpha-Lattice,L12DS-15,275,3,19,17,IR87761-61-3-1-1,Entry,4331.1,,,152796
12753,2012,WS,Non-Stress,Alpha-Lattice,L12WS-12,57,1,8,12,IR87761-61-3-1-1,Entry,7049.8,,,152796
12754,2012,WS,Non-Stress,Alpha-Lattice,L12WS-12,116,2,8,7,IR87761-61-3-1-1,Entry,6206,,,152796
12755,2012,WS,Non-Stress,Alpha-Lattice,L12WS-12,173,3,8,1,IR87761-61-3-1-1,Entry,6285,,,152796
13284,2013,DS,Non-Stress,Alpha-Lattice,L13DS-15,22,1,2,5,IR87761-61-3-1-1,Entry,6563.5,,,152796
13285,2013,DS,Non-Stress,Alpha-Lattice,L13DS-15,60,2,2,6,IR87761-61-3-1-1,Entry,7333.7,,,152796
13286,2013,DS,Non-Stress,Alpha-Lattice,L13DS-15,85,3,2,5,IR87761-61-3-1-1,Entry,6699.5,,,152796
13374,2013,DS,Stress,Alpha-Lattice,L13DS-16A,22,1,2,5,IR87761-61-3-1-1,Entry,1457.7,,,152796
13375,2013,DS,Stress,Alpha-Lattice,L13DS-16A,60,2,2,6,IR87761-61-3-1-1,Entry,1387.8,,,152796
13376,2013,DS,Stress,Alpha-Lattice,L13DS-16A,85,3,2,5,IR87761-61-3-1-1,Entry,772.2,,,152796
10548,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,123,1,52,16,IR87761-52-2-3-1,Entry,2660.2,,,1193796
10549,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,165,2,52,3,IR87761-52-2-3-1,Entry,3127,,,1193796
10550,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,313,3,52,4,IR87761-52-2-3-1,Entry,1267.4,,,1193796
10545,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,136,1,51,17,IR87761-52-1-2-1,Entry,2775.5,,,1783326
10546,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,245,2,51,13,IR87761-52-1-2-1,Entry,1924.7,,,1783326
10547,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,364,3,51,10,IR87761-52-1-2-1,Entry,2486.7,,,1783326
10929,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,11,1,35,3,IR87761-51-1-3-1,Entry,1713.5,,,990367
10930,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,149,2,35,15,IR87761-51-1-3-1,Entry,1911.67,,,990367
10931,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,184,3,35,7,IR87761-51-1-3-1,Entry,1467,,,990367
11133,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,112,1,28,23,IR87761-51-1-3-1,Entry,4382,,,990367
11134,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,180,2,28,8,IR87761-51-1-3-1,Entry,5380.6,,,990367
11135,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,338,3,28,12,IR87761-51-1-3-1,Entry,5143.6,,,990367
11553,2012,DS,Stress,Alpha-Lattice,L12DS-13,49,1,28,10,IR87761-51-1-3-1,Entry,1245.5,,,990367
11554,2012,DS,Stress,Alpha-Lattice,L12DS-13,174,2,28,7,IR87761-51-1-3-1,Entry,467.5,,,990367
11555,2012,DS,Stress,Alpha-Lattice,L12DS-13,420,3,28,28,IR87761-51-1-3-1,Entry,376.1,,,990367
10539,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,130,1,49,17,IR87761-28-2-2-1,Entry,2336.8,,,1193797
10540,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,215,2,49,9,IR87761-28-2-2-1,Entry,3049,,,1193797
10541,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,420,3,49,17,IR87761-28-2-2-1,Entry,2022,,,1193797
10536,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,40,1,48,5,IR87759-22-2-2-1,Entry,2424.5,,,352313
10537,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,226,2,48,11,IR87759-22-2-2-1,Entry,3270.8,,,352313
10538,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,308,3,48,3,IR87759-22-2-2-1,Entry,3522.8,,,352313
11940,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,11,1,17,3,IR87759-22-2-2-1,Entry,6433.7,,,352313
11941,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,109,2,17,3,IR87759-22-2-2-1,Entry,4779.3,,,352313
11942,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,191,3,17,1,IR87759-22-2-2-1,Entry,5827.8,,,352313
12225,2012,DS,Stress,Alpha-Lattice,L12DS-15,36,1,17,8,IR87759-22-2-2-1,Entry,3442,,,352313
12226,2012,DS,Stress,Alpha-Lattice,L12DS-15,117,2,17,5,IR87759-22-2-2-1,Entry,3856.8,,,352313
12227,2012,DS,Stress,Alpha-Lattice,L12DS-15,249,3,17,12,IR87759-22-2-2-1,Entry,2595.3,,,352313
13472,2013,DS,Stress,Augmented-RCBD,L13DS-16B,43,1,12,2,IR87759-22-2-2-1,Entry,2788.1,,,352313
10533,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,36,1,47,5,IR87759-18-1-1-1,Entry,2549.5,,,1783327
10534,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,250,2,47,14,IR87759-18-1-1-1,Entry,2722,,,1783327
10535,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,402,3,47,15,IR87759-18-1-1-1,Entry,2232.9,,,1783327
10530,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,80,1,46,10,IR87759-12-2-1-1,Entry,2699.3,,,1783376
10531,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,256,2,46,14,IR87759-12-2-1-1,Entry,2672.6,,,1783376
10532,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,297,3,46,2,IR87759-12-2-1-1,Entry,3485,,,1783376
10527,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,20,1,45,3,IR87759-6-1-3-1,Entry,3328.7,,,352314
10528,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,238,2,45,12,IR87759-6-1-3-1,Entry,3567.9,,,352314
10529,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,428,3,45,18,IR87759-6-1-3-1,Entry,2626.2,,,352314
11937,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,48,1,16,10,IR87759-6-1-3-1,Entry,2645.1,,,352314
11938,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,157,2,16,13,IR87759-6-1-3-1,Entry,5312.9,,,352314
11939,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,202,3,16,3,IR87759-6-1-3-1,Entry,5870.2,,,352314
12222,2012,DS,Stress,Alpha-Lattice,L12DS-15,16,1,16,4,IR87759-6-1-3-1,Entry,3124.1,,,352314
12223,2012,DS,Stress,Alpha-Lattice,L12DS-15,132,2,16,8,IR87759-6-1-3-1,Entry,3642.7,,,352314
12224,2012,DS,Stress,Alpha-Lattice,L12DS-15,241,3,16,11,IR87759-6-1-3-1,Entry,3045.1,,,352314
13473,2013,DS,Stress,Augmented-RCBD,L13DS-16B,29,1,13,1,IR87759-6-1-3-1,Entry,3158.5,,,352314
13866,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,4,1,17,1,IR87759-6-1-3-1,Entry,2809.5,,,352314
13867,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,120,2,17,11,IR87759-6-1-3-1,Entry,2939.8,,,352314
13868,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,134,3,17,1,IR87759-6-1-3-1,Entry,2625.2,,,352314
10524,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,79,1,44,10,IR87759-2-2-1-1,Entry,3139.4,,,352332
10525,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,227,2,44,11,IR87759-2-2-1-1,Entry,3775.2,,,352332
10526,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,392,3,44,13,IR87759-2-2-1-1,Entry,2520.6,,,352332
11934,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,73,1,15,15,IR87759-2-2-1-1,Entry,5891.1,,,352332
11935,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,149,2,15,11,IR87759-2-2-1-1,Entry,4505,,,352332
11936,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,203,3,15,3,IR87759-2-2-1-1,Entry,5557.7,,,352332
12219,2012,DS,Stress,Alpha-Lattice,L12DS-15,82,1,15,17,IR87759-2-2-1-1,Entry,3268,,,352332
12220,2012,DS,Stress,Alpha-Lattice,L12DS-15,108,2,15,3,IR87759-2-2-1-1,Entry,3452.7,,,352332
12221,2012,DS,Stress,Alpha-Lattice,L12DS-15,257,3,15,14,IR87759-2-2-1-1,Entry,NA,,,352332
13471,2013,DS,Stress,Augmented-RCBD,L13DS-16B,9,1,11,1,IR87759-2-2-1-1,Entry,2547.3,,,352332
10926,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,72,1,34,15,IR87754-42-1-4-1,Entry,2189.33,,,729067
